"Game Title";"Console";"Year";"Genre";"Game_Company";"Type";"Console_Company";"Console Release Year";"Console Disco Year";"Consoles sold (million)";"North America_Sales";"Europe_Sales";"Japan_Sales";"Global_Sales"
"Rango: The Video Game";"PS3";2011;"Action";"Electronic Arts";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"The Amazing Spider-Man (Console Version)";"Nintendo 3DS";2012;"Action";"Activision";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu";"PSP";2009;"Adventure";"Sony Computer Entertainment";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Hyperdevotion Noire: Goddess Black Heart";"PlayStation Vita";2014;"Role-Playing";"Idea Factory";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Hexen";"Nintendo 64";1996;"Shooter";"GT Interactive";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"Mace: The Dark Age";"Nintendo 64";1997;"Fighting";"GT Interactive";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"AeroFighters Assault";"Nintendo 64";1997;"Action";"Video System";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"Puyo Puyo Sun 64";"Nintendo 64";1997;"Puzzle";"Compile";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"Chou-Kuukan Night Pro Yakyuu King (weekly JP sales)";"Nintendo 64";1996;"Sports";"Imagineer";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"Quake";"Nintendo 64";1998;"Shooter";"GT Interactive";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"Sesame Street: Elmo's Number Journey";"Nintendo 64";1999;"Misc";"NewKidCo";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"Disney Magic World 2";"Nintendo 3DS";2015;"Action";"Nintendo";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"Squeeballs Party";"Nintendo Wii";2009;"Puzzle";"Performance Designed Products";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Tottadoo! Yoiko no Mujintou Seikatsu";"Nintendo DS";2008;"Adventure";"Namco Bandai Games";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Where's Waldo? The Fantastic Journey";"Nintendo Wii";2009;"Adventure";"Ubisoft";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Family Game Night 4: The Game Show";"Nintendo Wii";2011;"Misc";"Electronic Arts";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Teenage Mutant Ninja Turtles 2: Battle Nexus";"Nintendo GameCube";2004;"Action";"Konami Digital Entertainment";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Fighter Within";"XBOX One";2013;"Fighting";"Ubisoft";"Home";"Microsoft";2013;2020;58.5;4.52;2.09;0.01;7.3
"Barbie Horse Adventures: Riding Camp";"PS2";2008;"Sports";"Activision";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Kenka Banchou 4: Ichinen Sensou";"PSP";2010;"Action";"Spike";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Warhammer: Shadow of the Horned Rat";"PS";1996;"Strategy";"Mindscape";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Shadows of the Damned";"XBOX 360";2011;"Action";"Electronic Arts";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Pro Yakyuu Team o Tsukurou!";"Nintendo DS";2008;"Sports";"Sega";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Warriors: Legends of Troy";"PS3";2011;"Action";"Tecmo Koei";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Jeopardy!";"Nintendo DS";2010;"Misc";"THQ";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"ESPN International Track & Field";"PS2";2000;"Sports";"Konami Digital Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Conflict: Global Terror";"PS2";2005;"Shooter";"Eidos Interactive";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Valhalla Knights 3";"PlayStation Vita";2013;"Role-Playing";"Xseed Games";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Tamagotchi Party On!";"Nintendo Wii";2006;"Misc";"Namco Bandai Games";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion";"PS2";2006;"Misc";"D3Publisher";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Brunswick Pro Bowling";"PS3";2010;"Sports";"505 Games";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Shaun White Skateboarding";"PS3";2010;"Sports";"Ubisoft";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Hulk";"Nintendo GameCube";2003;"Action";"Universal Interactive";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"The Heavy Rain and Beyond: Two Souls Collection";"PS4";2016;"Action";"Sony Computer Entertainment";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Cabela's Survival: Shadows of Katmai";"PS3";2011;"Sports";"Activision";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Shaun White Skateboarding";"Nintendo Wii";2010;"Sports";"Ubisoft";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Boogie";"PS2";2007;"Misc";"Electronic Arts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Gungrave";"PS2";2002;"Shooter";"Activision";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Phantasy Star Universe";"PS2";2006;"Role-Playing";"Sega";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Transworld Surf";"PS2";2002;"Sports";"Atari";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"God Eater Resurrection";"PlayStation Vita";2015;"Action";"Namco Bandai Games";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
